Time (t),Amplitude (h),Frequency (f)
-0.7507507507507505,-0.8094396205745605,25.0969222613437
-0.7307307307307305,-0.7381058309282984,25.222571345741475
-0.7107107107107105,-0.636583638459855,25.348621650701535
-0.6906906906906904,-0.5087036776167193,25.475063821060136
-0.6706706706706704,-0.35938492905171004,25.601888373382256
-0.6506506506506504,-0.19444610685293745,25.729085698473227
-0.6306306306306304,-0.020379429478418757,25.856646063975596
-0.6106106106106104,0.1559044511035114,25.984559617049932
-0.5905905905905904,0.32735035980512966,26.11281638713836
-0.5705705705705704,0.4870405097643226,26.24140628880932
-0.5505505505505504,0.6284731679018877,26.370319124682144
-0.5305305305305303,0.7458268677538572,26.499544588429806
-0.5105105105105103,0.8341994524197244,26.629072267858174
-0.4904904904904903,0.8898121541858625,26.75889164806003
-0.4704704704704703,0.9101702414688798,26.888992114641947
-0.4504504504504503,0.8941734382691633,27.01936295702213
-0.4304304304304303,0.8421712819607177,27.14999337179713
-0.41041041041041026,0.7559607556036617,27.280872466175392
-0.39039039039039025,0.638725825655663,27.411989261475355
-0.37037037037037024,0.49492084390847496,27.543332696685916
-0.3503503503503502,0.33010204054911296,27.674891632086833
-0.3303303303303302,0.1507134519592416,27.806654852926695
-0.3103103103103102,-0.036164493924409936,27.93861107315593
-0.2902902902902902,-0.22309394747002295,28.070748939212294
-0.2702702702702702,-0.40257519092926974,28.203057033856226
-0.25025025025025016,-0.5673470506349914,28.335523880053337
-0.23023023023023015,-0.7106801535054422,28.468137944901336
-0.21021021021021014,-0.8266512040520109,28.600887643598515
-0.19019019019019012,-0.9103871245325048,28.73376134345098
-0.1701701701701701,-0.9582690203599604,28.866747367915714
-0.1501501501501501,-0.9680874640936925,28.99983400067647
-0.13013013013013008,-0.9391424761787818,29.133009489749554
-0.11011011011011007,-0.8722837462805576,29.26626205161642
-0.09009009009009006,-0.7698890009467213,29.39957987537999
-0.07007007007007005,-0.6357808882336488,29.53295112694166
-0.05005005005005003,-0.47508521978454094,29.666363953195784
-0.03003003003003002,-0.2940357865879115,29.79980648623854
-0.010010010010010006,-0.09973315019740181,29.93326684758797
0.010010010010010006,0.09973315019740181,30.06673315241203
0.03003003003003002,0.2940357865879115,30.20019351376146
0.05005005005005003,0.47508521978454094,30.333636046804216
0.07007007007007005,0.6357808882336488,30.46704887305834
0.09009009009009006,0.7698890009467213,30.60042012462001
0.11011011011011007,0.8722837462805576,30.73373794838358
0.13013013013013008,0.9391424761787818,30.866990510250446
0.1501501501501501,0.9680874640936925,31.00016599932353
0.1701701701701701,0.9582690203599604,31.133252632084286
0.19019019019019012,0.9103871245325048,31.26623865654902
